File,Year,Workplace,Position,FullName,TotalIncome,Income1,Income2,Income3,Income4,Income5,Outcome1,Outcome2,RealEstateType1,RealEstateArea1,RealEstateType2,RealEstateArea2,RealEstateType3,RealEstateArea3,RealEstateType4,RealEstateArea4,RealEstateType5,RealEstateArea5,RealEstateType6,RealEstateArea6,RealEstateType7,RealEstateArea7,RealEstateType8,RealEstateArea8,RealEstateType9,RealEstateArea9,RealEstateType10,RealEstateArea10,RealEstateType11,RealEstateArea11,RealEstateType12,RealEstateArea12,RealEstateType13,RealEstateArea13,RealEstateType14,RealEstateArea14,RealEstateType15,RealEstateArea15,RealEstateType16,RealEstateArea16,RealEstateType17,RealEstateArea17,RealEstateType18,RealEstateArea18,RealEstateType19,RealEstateArea19,RealEstateType20,RealEstateArea20,RealEstateType21,RealEstateArea21,RealEstateType22,RealEstateArea22,RealEstateType23,RealEstateArea23,RealEstateType24,RealEstateArea24,RealEstateType25,RealEstateArea25,RealEstateType26,RealEstateArea26,RealEstateType27,RealEstateArea27,RealEstateType28,RealEstateArea28,RealEstateType29,RealEstateArea29,RealEstateType30,RealEstateArea30,RealEstateType31,RealEstateArea31,PropertyType1,PropertyDescription1,PropertyType2,PropertyDescription2,PropertyType3,PropertyDescription3,PropertyType4,PropertyDescription4,PropertyType5,PropertyDescription5,RelativeIncome1,RelativeIncome2,RelativeIncome3,RelativeIncome4,RelativeIncome5,RelativeIncome6,RelativeOutcome1,RelativeOutcome2,RelativeOutcome3,RelativeOutcome4,RelativeRealEstateType1,RelativeRealEstateArea1,RelativeRealEstateType2,RelativeRealEstateArea2,RelativeRealEstateType3,RelativeRealEstateArea3,RelativeRealEstateType4,RelativeRealEstateArea4,RelativeRealEstateType5,RelativeRealEstateArea5,RelativeRealEstateType6,RelativeRealEstateArea6,RelativeRealEstateType7,RelativeRealEstateArea7,RelativeRealEstateType8,RelativeRealEstateArea8,RelativeRealEstateType9,RelativeRealEstateArea9,RelativeRealEstateType10,RelativeRealEstateArea10,RelativeRealEstateType11,RelativeRealEstateArea11,RelativeRealEstateType12,RelativeRealEstateArea12,RelativeRealEstateType13,RelativeRealEstateArea13,RelativeRealEstateType14,RelativeRealEstateArea14,RelativeRealEstateType15,RelativeRealEstateArea15,RelativeRealEstateType16,RelativeRealEstateArea16,RelativeRealEstateType17,RelativeRealEstateArea17,RelativeRealEstateType18,RelativeRealEstateArea18,RelativeRealEstateType19,RelativeRealEstateArea19,RelativeRealEstateType20,RelativeRealEstateArea20,RelativeRealEstateType21,RelativeRealEstateArea21,RelativeRealEstateType22,RelativeRealEstateArea22,RelativeRealEstateType23,RelativeRealEstateArea23,RelativeRealEstateType24,RelativeRealEstateArea24,RelativeRealEstateType25,RelativeRealEstateArea25,RelativeRealEstateType26,RelativeRealEstateArea26,RelativeRealEstateType27,RelativeRealEstateArea27,RelativeRealEstateType28,RelativeRealEstateArea28,RelativeRealEstateType29,RelativeRealEstateArea29,RelativeRealEstateType30,RelativeRealEstateArea30,RelativeRealEstateType31,RelativeRealEstateArea31,RelativeRealEstateType32,RelativeRealEstateArea32,RelativePropertyType1,RelativePropertyDescription1,RelativePropertyType2,RelativePropertyDescription2,RelativePropertyType3,RelativePropertyDescription3,RelativePropertyType4,RelativePropertyDescription4,RelativePropertyType5,RelativePropertyDescription5,RelativePropertyType6,RelativePropertyDescription6,RelativePropertyType7,RelativePropertyDescription7,RelativePropertyType8,RelativePropertyDescription8,RelativePropertyType9,RelativePropertyDescription9,RelativePropertyType10,RelativePropertyDescription10
files/2016111422151714.xlsx,2015,Государственная таможенная служба при Правительстве Кыргызской Республики,"Начальник ЖДТ ""Северная""",Айдыралиев Нарынбек Токторбаевич,684918.0,684 918,"","","","","","",жилой дом,350,жилой дом,140,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",нежилое помещение,200,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2016070722262815.xlsx,2015,Жогорку Кенеш Кыргызской Республики,Депутат,Сулейманов Бахадыр Искакович,4592533.56,"3 724 667,63 сома","","","","","","",квартира,188.4,дом,462.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота Камри, 2010г., куз.4T1BF3EK3AU570101","","","","","","","","","867 865, 93 сома","","","","","","","","","",квартира,72,квартира,81.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201707201553098.xlsx,2016,Жогорку Кенеш Кыргызской Республики,Депутат,Турускулов Жыргалбек Куручбекович,4271873.0,634 623 с.- по месту основной работы ,1 329 500 с. - от гражданско-правовых договоров и иных сделок,"","","","","",земельный участок,"0,3 га","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",груз/автомобиль,"МАН 19323, 1995г., V=9973 Д","","","","","","","","",1 007 750 с.- по месту основной работы,1 300 000 с.-дарение,"","","","",2 300 000 с.,"","","",квартира,"191,7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",лег/автомобиль,"Тойота Лендкрузер 200, 2016г.,V=4608 Б","","","","","","","","","","","","","","","","","",""
files/2016071918032512.xlsx,2015,Государственная служба интеллектуальной собственности и инноваций при Правительстве         Кыргызской Республики (Кыргызпатент),Председатель,Абдыллабек уулу Манас,378946.0,378946,"","","","","","",квартира,42.2,земельный участок,595,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608101714019.xlsx,2015,Межрайонный суд г.Бишкек,Экс-судья,Нурманбетов Эрмек Болотканович,521914.0,290172,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",231742,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608091530276.xlsx,2015,Министерство иностранных дел,генеральный консул КР в г. Гуанчжоу,Тентимишов Максат Ишенбекович,18014298.0,1883070 - по месту основной работы,119 388 - по месту основной работы,15 500 000 - от продажи дома,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",511840,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608101551448.xlsx,2015,Октябрьский районный суд г.Бишкек,Судья,Джаналиев Бекболот Болотбекович,602296.0,602296,"","","","","","",земельный участок,495,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",квартира (50%),81,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Мазда 626, 1992 г.в, V-1990","","","","","","","","","","","","","","","","","",""
files/2016111422181412.xlsx,2015,Государственная таможенная служба при Правительстве Кыргызской Республики,"Заместитель начальника ЖДТ ""Северная""",Кенешов Кадыр Кенешович,366700.0,366 700,"","","","","","",дом,210,дом,180,кошара,1000,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2017081722274915.xlsx,2016,Полномочное представительство Правительства Кыргызской Республики в Ошской области ,Заместитель полномочного представителя,Махаммадов Ахматжан,609455.0,477 455 с. -по месту основной работы,7 000 с.-от педагогической деятельности,90 000 с. -от растениеводства и живности,"","","","",дом,100,гараж,15,земельный участок (пашня),"0, 52 га",склад,"0, 42 га","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Тойота Хайландер,"","","","","","","","",35 000 с.-по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608151630057.xlsx,2015,Иссык-Кульский межрайонный суд,Председатель,Даркимбаев Таалайбек Кадралиевич,502321.0,502321,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201607191736153.xlsx,2015,Государственная регистрационная служба при Правительстве Кыргызской Республики,Заместитель председателя,Шамканов Кумушбек Куручбекович,918903.0,688903,"","","","","","",дом,95.9,гараж,15,земельный участок,4300,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота Камри, 2002 г.в, V-2,4","","","","","","","","",230000,"","","","","","","","","",коттедж,239.6,коттедж,239.6,дачный участок,500,склады,981,нежилое помещение,443,дом,228.2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608111546432.xlsx,2015,Жайылский районный суд,Судья,Асанова Чолпон Карыпбековна,1336755.0,743733,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",593022,"","","","","","","","","",дом,260,земельные участки,17 га,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,-,"","","","","","","","","","","","","","","","","",""
files/201607081738598.xlsx,2015,Жогорку Кенеш Кыргызской Республики,экс-депутат,Жолдошбаев Камчыбек,262320.71,"90 660,71 сомов","","","","","","",квартира,"39,81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",171 660 сомов,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Тойота Лексус LS430,автомобиль,БМВ Х5,автомобиль,Лексус RX300,автомобиль,Субару Форестер,"","","","","","","","","","","",""
files/2017090817454811.xlsx,2016,Мэрия гор.  Джалал-Абад,Первый вице-мэр,Койчубеков Азат Кулчороевич,290160.0,290 160 с.-по месту основной работы,"","","","","","",дом,"79,4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201607192107111.xlsx,2015,Национальная гвардия Кыргызской Республики,Заместитель командующего,Кенжекулов Исламбек Абдирашитович,797795.0,797795,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Муссо- Сант Ент, 2002 г.в","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2017082317214415.xlsx,2016,Государственная администрация Кара-Сууйского района Ошской области,Первый заместитель главы,Абдраев Нурлан Асылбекович,419437.0,119 437 с.-по месту основной работы,"","","","","","",квартира,"114,34",магазин,"74,28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",лег/автомобиль ,-,"","","","","","","","",300 000 с. -от предпринимательской деятельности,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201709191524395.xlsx,2016,Аппарат Правительства Кыргызской Республики,Инспектор,Бакиров Амангелди Сайдимаматович,1117359.0,763 459 с.-по месту основной работы ,229 500 с.-пенсия,"","","","","",дом,"120,4",земельный участок,542,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Ауди 100 S4, 1992г., V=2800","","","","","","","","",58 400 с.-по месту основной работы,"66 000 с.-пенсия, платежи","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"ML320, 2001г., V=3200","","","","","","","","","","","","","","","","","",""
files/2016081921525511.xlsx,2015,Тогуз-Тороузский районный суд,Председатель,Мусаев Сайдибаказ Темирович,1422651.0,1195457,"","","","","","",дом,-,дом,-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",227194,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608192326137.xlsx,2015,Ошский областной суд,Судья,Эгембердиева Аида Ураимжановна,782421.0,782421,"","","","","","",земельная доля,"0,08 га","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2016081921524514.xlsx,2015,Тогуз-Тороузский районный суд,Экс-судья,Касырбекова Светлана,1045108.0,"921 508 (з/п),     123 600 (пенсия)","","","","",800000,"",квартира,-,дом,-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608301736189.xlsx,2015,Верховный суд КР,Судья,Осмоналиев Камиль Турдубекович,14073555.0,864798,"","","","","","",многолетние насаждения,50 сот,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13208757,"","","","","",8190974,"","","",дом,238,кафе (50%),100,земельный участок,8 га,квартира,130,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота Камри, 2012 г.в",автомобиль,Тойота Хайлендер,"","","","","","","","","","","","","","","",""
files/2016111420420711.xlsx,2015,Государственная налоговая служба при Правительстве Кыргызской Республики,Заместитель начальника,Кияшев Шайлобек Керимович,949078.0,350 314 (з/п),96 152 (пенсия),"","","","","",земельный участок,16700,земельный участок,16700,др виды недв имущ,-,земельный участок,66800,земельный участок,16700,др виды недв имущ,-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Мазда 626,       1987 г.в, V-1984","","","","","","","","",424 438 (з/п),78 174 (пенсия),"","","","","","","","",квартира,45.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2017080422013710.xlsx,2016,Государственная  служба по контролю наркотиков при Правительстве Кыргызской Республики (ликвидировано),Экс-председатель,Мамбеталиев Рафик Соорбекович,1467077.0,942 356-по месту основной работы,524 721 с.-из других источников бонус),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",860 000 с.,"","","",дом,"149,8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота Хайландер, 2012г., V=3456 Б","","","","","","","","","","","","","","","","","",""
files/201607191706358.xlsx,2015,Аппарат Омбудсмена Кыргызской Республики,Заместитель Омбудсмена,Кожошев Мухтар Тажибаевич,711323.0,529323,"","","","","","",дом (50%),320,чайхана,90,квартира (25%),80,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Лексус 470 JNICA31544T 770253,"","","","","","","","",182000,"","","","","","","","","",дом (50%),320,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608092302060.xlsx,2015,Тюпская районная государственная администрация,Экс-первый заместитель главы,Тюпеев Руслан Сагынбекович,241538.0,241 538,"","","","","","",земельная одля,"0,25 га","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Фольксваген Пассат,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2016071917020110.xlsx,2015,Национальный банк Кыргызской Республики,Заместитель председателя,Орозбаева Лада Джантаевна,3264095.0,3264095,"","","","","","",квартира,121.8,гараж,20,дачный дом,46.7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,Хонда CRV,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201709182154184.xlsx,2016,Аппарат Правительства КР,Инспектор,Алманбетов Атай Омурбекович,722369.15,"722 369,15 с.-по месту основной работы","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",легковой автомобиль,"Мерседес Бенц МЛ-320, 2000 г.в., V=3,2","","","","","","","","","","","","","","","","","","",квартира,"40,2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",легковой автомобиль,"Фольксваген Гольф-4, 2001 г.в., V=1,6 ","","","","","","","","","","","","","","","","","",""
files/2017091316295215.xlsx,2016,Аппарат Президента КР,Эксперт,Давлесов Батырбек Насырович,955000.0,772 700 с.-по месту основной работы,"","","","","","",квартира,"205,2",гараж,"19,5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",168 800 с.- по месту основной работы,13 500 с.-пенсия,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2017071803532611.xlsx,2016,Жогорку Кенеш Кыргызской Республики,Депутат,Жутанов Алмаз Токтоназарович,702628.0,702 628 с. - по месту основной работы ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",дом,200,земельный участок,4 га,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Тойота лендкрузер 200, 2010г.",автомобиль,"Тойота Камри, 2005г.","","","","","","","","","","","","","","","",""
files/201707180204526.xlsx,2016,Жогорку Кенеш Кыргызской Республики,Депутат,Джакупова Чолпон Идиновна,936364.0,741 235 с. - по месту основной работы ,195 129 с. - пенсия,"","","","","",дачный дом (бунгало),60,земельный участок при дачном доме,283,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2016111421583011.xlsx,2015,Государственная служба по борьбе с экономической преступностью при Правительстве Кыргызской Республики (Финполиция),Начальник управления,Темирбаев Нурлан Юсупович,1026317.0,448 205,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",429 000-по месту основной работы,149 112 - пенсия,"","","","","","","","",дом,100,дача,70,гараж,15,дом,200,дом,70,"многолетние насаждения, сад",1000,квартира,58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомрбиль,"Хонда CRV, 2002г.вып., V=2000 А",автомрбиль,"RAV-4, 2002г., V=2000А","","","","","","","","","","","","","","","",""
files/201708232311324.xlsx,2016,"Государственная администрация Ала-Букинского района Джалал-Абадской области               
             
",Глава,Акпаралиев Сонунбек Абдылдаевич,662626.0,360 626 с.-по месту основной работы,"","","","","","",дом,360,земельный надел,"1,4 га",земельный участок,"0,8 га","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",лег/автомобиль,Хонда,"","","","","","","","",152 000 с.-от педагогической деятельности,150 000 с.-др.источники,"","","","","","","","",магазин,12,дом,143,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2017091120240314.xlsx,2016,Гор.кенеш г.Майлуу-Суу,Председатель,Барбиев Бекболот Караевич,563314.3400000001,"374 111,84 с.по месту основной работы, пенсия","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"ВАЗ 212140, 2011 г.в., V=1,7","","","","","","","","","189 202,50 с.по месту основной работы","","","","","","","","","",квартира,"51,3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201709132228429.xlsx,2016,Аппарат Президента КР,Инспектор,Ситников Максим Валерьевич,784138.37,"569 928,37 с.-по месту основной работы","","","","","","",квартира,"40,9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Хонда Одиссей, 2000 г.в., V=2990",автомобиль,"Хонда Элюзион, 2004 г.в., V=2990","","","","","","",214 210 с.-по месту основной работы,"","","","","","","","","",квартира (50%),42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201607072223518.xlsx,2015,Жогорку Кенеш Кыргызской Республики,Депутат,Самигуллина Альфия Эльдаровна,865069.1,465793.43,"","","","","","",дом,95.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",399275.67,"","","","","","","","","",квартира,48.6,земельный участок,800,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,"Мерседес Бенц Е430, 2000г., V=42665см³, рег.№ куз. 210071B174202","","","","","","","","","","","","","","","","","",""
files/2016111420052913.xlsx,2015,Государственная налоговая служба при Правительстве Кыргызской Республики,Заместитель начальника,Каримов Акылбек Маликович,267357.0,267357,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608102023165.xlsx,2015,Ленинский районный суд г.Бишкек,Судья,Рыспекова Аниса Рыспековна,923483.0,923483,"","","","","","",квартира,47.9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2016111420591611.xlsx,2015,Государственная налоговая служба при Правительстве Кыргызской Республики,Заместитель начальника,Осмонов Савитбек Аттокурович,609411.0,307 411 (з/п),302 000 (от реализации с/х продукции),"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/201608102158099.xlsx,2015,Чуйский областной суд,Председатель,Айжигитов Дастанбай Абдирашитович,1019932.0,1019932,"","","","","","",квартира,56,гараж метал.,12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,-,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",автомобиль,-,"","","","","","","","","","","","","","","","","",""
files/201707181726214.xlsx,2016,Жогорку Кенеш Кыргызской Республики,Депутат,Никитенко Наталья Владимировна,722257.0,722 257 с. - по месту основной работы,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
files/2016071822322210.xlsx,2015,Министерство чрезвычайных ситуаций Кыргызской Республики,Заместитель министра,Алимбеков Давлетбек Каарыевич,1690768.0,"490 768 сом (заработная плата), 1 200 000 сом (доходы, полученные от гражданско-правовых договоров)","","","","","","",дом,150,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
